epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,16775.8,0.09544,0.08906,0.7639,0.92929,0.87432,0.92812,0.75431,0.72456,0.47892,1.03324,8.92e-05,8.92e-05,8.92e-05
186,16870.4,0.09786,0.0895,0.76592,0.93441,0.87077,0.92816,0.75564,0.72401,0.4786,1.03301,8.425e-05,8.425e-05,8.425e-05
187,16959.6,0.09503,0.08796,0.76393,0.9369,0.87252,0.92795,0.75431,0.72325,0.47745,1.03278,7.93e-05,7.93e-05,7.93e-05
188,17052.2,0.09378,0.08771,0.76472,0.93768,0.86967,0.92735,0.7537,0.72297,0.47654,1.03292,7.435e-05,7.435e-05,7.435e-05
189,17144.3,0.09519,0.08854,0.7652,0.93989,0.86954,0.92708,0.75409,0.7228,0.47736,1.03344,6.94e-05,6.94e-05,6.94e-05
190,17229.7,0.09292,0.0869,0.76462,0.93821,0.86966,0.92721,0.75531,0.72282,0.47768,1.03421,6.445e-05,6.445e-05,6.445e-05
191,17382.7,0.09285,0.08663,0.76445,0.93738,0.87022,0.92888,0.75694,0.72248,0.47683,1.0343,5.95e-05,5.95e-05,5.95e-05
192,17460.6,0.09866,0.08927,0.76613,0.93557,0.87132,0.92862,0.75585,0.72218,0.47623,1.03402,5.455e-05,5.455e-05,5.455e-05
193,17540.3,0.09374,0.08672,0.76563,0.9339,0.87132,0.92898,0.75695,0.7222,0.47606,1.03422,4.96e-05,4.96e-05,4.96e-05
194,17620.8,0.09107,0.08523,0.76463,0.9323,0.87489,0.92964,0.75679,0.72143,0.47614,1.03376,4.465e-05,4.465e-05,4.465e-05
195,17699.8,0.09155,0.08533,0.76558,0.93274,0.87486,0.92953,0.75631,0.72363,0.47641,1.03714,3.97e-05,3.97e-05,3.97e-05
196,17780.1,0.09196,0.08517,0.76574,0.93123,0.87849,0.92943,0.7558,0.72381,0.47633,1.0376,3.475e-05,3.475e-05,3.475e-05
197,17859,0.08858,0.08326,0.76407,0.93096,0.87879,0.92938,0.75684,0.72358,0.47582,1.03732,2.98e-05,2.98e-05,2.98e-05
198,17943.2,0.08393,0.08044,0.76373,0.93026,0.88044,0.92933,0.75635,0.7232,0.47719,1.03704,2.485e-05,2.485e-05,2.485e-05
199,18025.6,0.08598,0.082,0.76447,0.93032,0.87965,0.92937,0.75543,0.72352,0.47624,1.03748,1.99e-05,1.99e-05,1.99e-05
200,18105.3,0.09005,0.08318,0.76519,0.93244,0.87672,0.92956,0.75561,0.72315,0.47632,1.03713,1.495e-05,1.495e-05,1.495e-05
